student firstname,student surname,student id,student email,year,address,contact number,module id,module name,leader,lecturer1,lecturer2,exam mark,coursework1,coursework2,coursework3
Anthony,Frazier,36304989,AF2Y25@UoNEHT.ac.uk,4,"399 Davidson Meadows Suite 151
Padillafort, WI 36850",001-997-201-3737,ELEC4401,Master's Design,JW2Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,,29.0,10.0,,
Megan,Walker,13803212,MW1Y25@UoNEHT.ac.uk,4,"464 Stone Estate Apt. 721
Robertsshire, WY 27202",,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,5.0,7.0,6.0,
Angel,Johnson,5610590,AJ1Y25@UoNEHT.ac.uk,4,"0218 Hull Pass Apt. 654
New Marie, ND 27724",,FINE4403,Theoretical Portraits,RS1Z1@UoNEHT.ac.uk,,,100.0,,,
Sandra,Benitez,7645053,SB3Y25@UoNEHT.ac.uk,4,"31523 Lopez Flat Apt. 282
East Marcus, MD 50813",(863)414-9294x82508,ANIM4404,Theoretical Modelling,JB1Z1@UoNEHT.ac.uk,,,,31.0,32.0,26.0
Rachel,Joseph,120217071,RJ9Y25@UoNEHT.ac.uk,1,"173 Davis Stravenue
Lake Michellehaven, RI 55462",,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,18.0,18.0,,
Sean,Gregory,96029028,SG9Y25@UoNEHT.ac.uk,2,"8042 Howard Park Apt. 984
Yodermouth, CT 73399",,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,67.0,,,
Heidi,Warner,130674457,HW4Y25@UoNEHT.ac.uk,1,"56740 Michael Court
New Rebecca, NJ 45996",(332)678-6190x981,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,39.0,13.0,,
Kathy,Odonnell,117979379,KO1Y25@UoNEHT.ac.uk,1,"60700 Mason Crescent Apt. 962
Jeffreyport, DE 39055",(665)858-4890x719,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,24.0,9.0,5.0,
William,Ray,99426961,WR2Y25@UoNEHT.ac.uk,2,,363.353.5799x44524,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,43.0,17.0,,
Donald,Salas,18720735,DS2Y25@UoNEHT.ac.uk,4,"4879 Lori Villages
Lake Steve, AZ 18973",4465330255,ENG4407,Master's English Literature,YC1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,LH1Z1@UoNEHT.ac.uk,16.0,10.0,,
Jeffrey,Smith,126859756,JS44Y25@UoNEHT.ac.uk,1,"7433 Bean Crest
Lake Kevinstad, DC 73564",332-980-1758x97022,ENG1407,Early English Grammar,RW1Z1@UoNEHT.ac.uk,,,53.0,4.0,5.0,
Ashley,Lozano,114146076,AL9Y25@UoNEHT.ac.uk,1,"129 Turner Hills Suite 834
South Lisaview, HI 52262",(940)285-6271,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,21.0,9.0,,
Jennifer,Peterson,89053146,JP15Y25@UoNEHT.ac.uk,2,"89310 Christina Streets
New Ashley, VA 22433",913-929-7904x93531,FREN2402,Prototypical Rhetoric,EH1Z1@UoNEHT.ac.uk,JC4Z1@UoNEHT.ac.uk,,,6.0,19.0,34.0
Stephen,Howard,15394778,SH3Y25@UoNEHT.ac.uk,4,"2166 Guzman Parkway
South Maryville, NJ 39359",001-734-603-3341x58271,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,59.0,18.0,,
Lisa,Pena,92057083,LP2Y25@UoNEHT.ac.uk,2,"USCGC Hobbs
FPO AA 04331",,ENG2404,Prototypical Formal Speech,TB1Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,MS4Z1@UoNEHT.ac.uk,20.0,4.0,6.0,
Amy,Odonnell,67834949,AO3Y25@UoNEHT.ac.uk,3,"0853 James Unions Apt. 489
South David, VT 29521",,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,11.0,6.0,13.0,2.0
Brad,Miller,48710900,BM8Y25@UoNEHT.ac.uk,3,"99579 Lori Square Suite 019
Josemouth, KS 74553",668.443.1720,FREN3405,Advanced Creative Writing,NC1Z1@UoNEHT.ac.uk,,,39.0,23.0,,
Erik,Nelson,68084182,EN1Y25@UoNEHT.ac.uk,3,"6148 Nicholas Harbors Apt. 115
Brandonborough, FM 20620",,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,22.0,11.0,5.0,8.0
Kimberly,Miller,66148791,KM9Y25@UoNEHT.ac.uk,3,"9840 Susan Island Suite 735
West Jimmy, UT 92396",903.879.0202,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,3.0,18.0,,
Benjamin,Tran,86940711,BT4Y25@UoNEHT.ac.uk,2,"43048 Johnson Streets Apt. 576
Cheyenneburgh, VI 75315",,FREN2403,Prototypical French Literature,JL1Z1@UoNEHT.ac.uk,AL1Z1@UoNEHT.ac.uk,CS1Z1@UoNEHT.ac.uk,14.0,24.0,12.0,17.0
Christina,Mitchell,89916825,CM20Y25@UoNEHT.ac.uk,2,"672 Becky Canyon Suite 466
South Theresa, MP 81777",001-948-845-9232x12227,ENG2404,Prototypical Formal Speech,TB1Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,MS4Z1@UoNEHT.ac.uk,39.0,2.0,10.0,
Scott,Williams,137808343,SW12Y25@UoNEHT.ac.uk,1,"PSC 6259, Box 9122
APO AA 67189",(651)653-3625x59335,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,72.0,6.0,7.0,
Kenneth,Wade,60931377,KW3Y25@UoNEHT.ac.uk,3,"8387 Burke Club Apt. 955
South Brittany, MP 84153",,GER3403,Mastering Poetics,AT2Z1@UoNEHT.ac.uk,JD3Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,74.0,8.0,,
James,Clark,124071644,JC28Y25@UoNEHT.ac.uk,1,"369 Hall Fields
South Teresamouth, MD 02225",,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,46.0,3.0,7.0,3.0
Michelle,Martin,123943975,MM26Y25@UoNEHT.ac.uk,1,"8701 Jennifer Ways Suite 247
South Jostad, CO 33854",,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,23.0,0.0,,
George,Russo,3937419,GR1Y25@UoNEHT.ac.uk,4,"03019 Gabriel Neck Suite 383
Catherinechester, DE 76847",959-460-8639x4187,FINE4404,Theoretical Landscapes,PG1Z1@UoNEHT.ac.uk,,,74.0,17.0,,
Courtney,Dunn,91395622,CD2Y25@UoNEHT.ac.uk,2,"714 Gay Plains
South Thomas, PW 37254",(291)960-8836,ENG2406,Structured English Grammar,RM3Z1@UoNEHT.ac.uk,,,4.0,28.0,,
Corey,Montgomery,17665295,CM4Y25@UoNEHT.ac.uk,4,"3322 Flores Harbors Apt. 185
Port Dannyside, AS 17193",,ENG4406,Expert Wider Media,MD1Z1@UoNEHT.ac.uk,LG1Z1@UoNEHT.ac.uk,KS2Z1@UoNEHT.ac.uk,17.0,12.0,,
Matthew,Smith,130460054,MS20Y25@UoNEHT.ac.uk,1,"33014 Todd Terrace Suite 565
Trevorfurt, IA 30198",796.832.9325x152,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,76.0,2.0,5.0,
Lisa,Abbott,11779129,LA1Y25@UoNEHT.ac.uk,4,"942 Becky Vista
Port Dustinmouth, CO 29177",469-548-0428x3381,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,76.0,,,
Melissa,Wagner,35490352,MW7Y25@UoNEHT.ac.uk,4,"9614 Richard Inlet Apt. 728
Samanthahaven, WA 86403",,ELEC4405,Theoretical Hardware,GW1Z1@UoNEHT.ac.uk,,,7.0,14.0,,
Joshua,Juarez,113295654,JJ14Y25@UoNEHT.ac.uk,1,,590.820.0914x3198,FINE1404,Foundational Charcoal,JG3Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,8.0,1.0,6.0,
Kevin,Lopez,91767160,KL4Y25@UoNEHT.ac.uk,2,"USNV Young
FPO AA 89428",,ENG2406,Structured English Grammar,RM3Z1@UoNEHT.ac.uk,,,51.0,28.0,,
Brenda,Richardson,127969662,BR10Y25@UoNEHT.ac.uk,1,"1477 Gilbert Ports
Port Marymouth, MP 85823",333.257.8397x5211,ENG1405,Foundational Creative Writing,CS1Z1@UoNEHT.ac.uk,CB2Z1@UoNEHT.ac.uk,,8.0,2.0,6.0,2.0
Nicholas,Davis,53962913,ND1Y25@UoNEHT.ac.uk,3,"7409 Murray Loop Suite 205
Lake Sandrahaven, AS 56979",(838)703-6787,FREN3402,Practical Rhetoric,KS2Z1@UoNEHT.ac.uk,,,65.0,5.0,0.0,
Jose,Turner,47714114,JT7Y25@UoNEHT.ac.uk,3,,,ANIM3402,Mastering Lighting,MS1Z1@UoNEHT.ac.uk,DM1Z1@UoNEHT.ac.uk,,11.0,2.0,,
Anne,Bennett,113964620,AB21Y25@UoNEHT.ac.uk,1,"40786 Sarah Point Suite 405
West Jennifer, AL 40300",881-555-1673x020,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,37.0,1.0,4.0,
Terri,Fuentes,139960979,TF7Y25@UoNEHT.ac.uk,1,"6510 Richardson Route
Jeffreytown, MO 96122",,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,62.0,12.0,,
Justin,Morales,122082836,JM43Y25@UoNEHT.ac.uk,1,,595-486-6897x8771,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,43.0,16.0,,
Donna,Robinson,133491076,DR14Y25@UoNEHT.ac.uk,1,"75751 Smith Flat
Port Rebeccaport, MS 34389",+1-567-217-0691,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,52.0,8.0,,
Pamela,Morales,99665977,PM7Y25@UoNEHT.ac.uk,2,"Unit 0383 Box 4528
DPO AE 44372",+1-367-537-6812x49009,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,28.0,3.0,,
Kim,Taylor,88005349,KT4Y25@UoNEHT.ac.uk,2,"325 Louis Isle Suite 381
Codyborough, RI 02750",407.409.5506,FREN2403,Prototypical French Literature,JL1Z1@UoNEHT.ac.uk,AL1Z1@UoNEHT.ac.uk,CS1Z1@UoNEHT.ac.uk,20.0,22.0,3.0,1.0
Sean,Burton,105282585,SB16Y25@UoNEHT.ac.uk,2,"841 Brown Spring Apt. 237
Markhaven, MO 53219",371.636.0794x55872,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,15.0,19.0,18.0
Marvin,Mullins,86173622,MM18Y25@UoNEHT.ac.uk,2,"6848 Cannon Street Apt. 680
Amberhaven, DC 47279",,FREN2404,Prototypical Creative Writing,KC1Z1@UoNEHT.ac.uk,,,,2.0,32.0,4.0
Daniel,Brown,19843274,DB5Y25@UoNEHT.ac.uk,4,"18149 Dorsey Island Apt. 842
Christopherview, SC 86207",001-990-372-7101,ENG4403,Master's Creative Writing,KB1Z1@UoNEHT.ac.uk,,,11.0,17.0,3.0,22.0
Cathy,Herring,74204165,CH9Y25@UoNEHT.ac.uk,3,"75440 Dana Hills Apt. 923
Coreyshire, NY 49693",(831)688-2018,ELEC3406,Field Hardware,CL1Z1@UoNEHT.ac.uk,CH1Z1@UoNEHT.ac.uk,MJ1Z1@UoNEHT.ac.uk,46.0,16.0,,
David,Roberts,108696060,DR11Y25@UoNEHT.ac.uk,2,"05129 Scott Groves Apt. 115
South Kimberly, OK 52133",,ELEC2407,Intermediate Microsystems,MJ1Z1@UoNEHT.ac.uk,MW4Z1@UoNEHT.ac.uk,,69.0,8.0,5.0,
Derrick,Soto,138703066,DS15Y25@UoNEHT.ac.uk,1,"562 Phillip Drive
Christinefurt, AR 32371",392.233.6390,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,78.0,15.0,,
Mary,Pacheco,127378297,MP15Y25@UoNEHT.ac.uk,1,"309 Arnold Rue
Port Eugenebury, ND 28354",001-495-493-4015x3052,ENG1402,Basic Poetics,AH3Z1@UoNEHT.ac.uk,,,45.0,11.0,,
Dean,Richardson,68947732,DR7Y25@UoNEHT.ac.uk,3,"8299 Johnson Hill
Castrofurt, MT 97291",(787)533-8973,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,10.0,5.0,,
Joyce,Brown,55005480,JB7Y25@UoNEHT.ac.uk,3,"3597 Shannon Bridge Suite 012
East Jenniferstad, LA 84266",,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,32.0,12.0,29.0
Michael,Johnson,102384930,MJ20Y25@UoNEHT.ac.uk,2,"9986 Crystal Green Apt. 964
Lake Walterport, MS 95272",(766)779-9353x57399,COMP2403,Advanced Software,JS4Z1@UoNEHT.ac.uk,MN1Z1@UoNEHT.ac.uk,,31.0,26.0,,
Kimberly,Harris,46395899,KH8Y25@UoNEHT.ac.uk,3,"96140 Obrien Turnpike Apt. 921
Mckinneyview, PR 16998",2585222767,ANIM3402,Mastering Lighting,MS1Z1@UoNEHT.ac.uk,DM1Z1@UoNEHT.ac.uk,,24.0,7.0,,
Julie,Hoover,9248428,JH3Y25@UoNEHT.ac.uk,4,"148 Holly Club Suite 004
North Alexis, DC 86746",001-316-497-5230x432,ANIM4401,Master's Animation,SC1Z1@UoNEHT.ac.uk,,,8.0,0.0,,
Carolyn,Robertson,66883110,CR7Y25@UoNEHT.ac.uk,3,"881 Wilson Mills
Andreachester, AR 26780",+1-334-299-1453x3223,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,16.0,22.0,14.0,17.0
Christopher,Gutierrez,4755928,CG1Y25@UoNEHT.ac.uk,4,,590.820.0914x3198,FINE4401,Master's Painting,TH1Z1@UoNEHT.ac.uk,,,,31.0,34.0,
Sara,Swanson,62773350,SS8Y25@UoNEHT.ac.uk,3,"5297 Chelsea Parkway
West Joshua, WY 75447",295.964.5929x4515,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,72.0,4.0,6.0,
Kenneth,Wiley,61650519,KW4Y25@UoNEHT.ac.uk,3,"5178 William Walk
Santosport, FM 57180",629-923-8229,GER3404,Field Rhetoric,MM1Z1@UoNEHT.ac.uk,,,15.0,26.0,,
Melissa,Dunn,70947994,MD10Y25@UoNEHT.ac.uk,3,"443 Elizabeth Plaza Apt. 559
West Julie, HI 50095",001-211-486-1789x28843,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,31.0,27.0,3.0
Stephanie,Young,14808274,SY1Y25@UoNEHT.ac.uk,4,"337 Meghan Garden Suite 523
West Robert, OK 73800",(464)913-4454x39550,FREN4406,Theoretical Formal Speech,KC1Z1@UoNEHT.ac.uk,TM2Z1@UoNEHT.ac.uk,YC1Z1@UoNEHT.ac.uk,71.0,,,
Andres,Roberts,140512400,AR23Y25@UoNEHT.ac.uk,1,"131 Webster Street
Sanchezburgh, ME 27631",722-979-1781,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,57.0,11.0,,
Ashley,Aguilar,16926965,AA4Y25@UoNEHT.ac.uk,4,"6475 Williamson Ridges Apt. 117
Meganview, NE 33452",001-812-751-3877,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,26.0,8.0,,
Chelsea,Steele,133743280,CS13Y25@UoNEHT.ac.uk,1,"1842 Sophia Manors Suite 212
South Larry, OH 98924",655-215-6768x1360,GER1402,Basic Creative Writing,AT2Z1@UoNEHT.ac.uk,,,72.0,17.0,,
Samantha,Scott,63127272,SS9Y25@UoNEHT.ac.uk,3,"42473 Jill Orchard Apt. 219
East Colleenbury, RI 90601",,GER3407,Field Wider Media,BE2Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,,,5.0,13.0,18.0
Kerri,Miller,65552225,KM8Y25@UoNEHT.ac.uk,3,"0880 Rachel Underpass
Lake Lisa, AS 09986",,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,9.0,10.0,19.0,6.0
Wendy,Wagner,132678689,WW7Y25@UoNEHT.ac.uk,1,"3456 Roy Meadow Suite 156
South Thomas, OH 57190",(625)354-4054x4524,GER1405,Beginner's Rhetoric,JK1Z1@UoNEHT.ac.uk,SW1Z1@UoNEHT.ac.uk,,29.0,19.0,,
Steven,Waller,26811484,SW4Y25@UoNEHT.ac.uk,4,"266 Casey Isle Apt. 616
West Kristinstad, MI 78960",+1-520-820-2665,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,47.0,41.0,
Jason,Rodgers,131912401,JR27Y25@UoNEHT.ac.uk,1,"PSC 4442, Box 9791
APO AA 08119",600-348-3076x7189,GER1403,Early Wider Media,JM8Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,74.0,2.0,10.0,
Hannah,Cooke,106461925,HC2Y25@UoNEHT.ac.uk,2,"795 Reeves Locks Suite 602
Port Donaldhaven, VI 83818",+1-511-249-0595,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,4.0,31.0,16.0
Julia,Galloway,62581419,JG9Y25@UoNEHT.ac.uk,3,"704 Spencer Lodge Suite 850
Port Jessica, NY 10073",,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,74.0,0.0,4.0,
Eric,Ellis,41624466,EE1Y25@UoNEHT.ac.uk,3,"815 Duncan Circles
Lake Elizabeth, MN 20725",395-622-8454x0973,FINE3403,Advanced Landscapes,DG1Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,,6.0,7.0,32.0
Dustin,Smith,96207671,DS9Y25@UoNEHT.ac.uk,2,"9033 Washington Key Apt. 693
Meganside, LA 66050",001-206-623-7261x39091,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,52.0,9.0,,
Maria,Cole,102701164,MC20Y25@UoNEHT.ac.uk,2,"911 Davis Glen
Jeanettebury, HI 57381",,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,31.0,14.0,,
Joel,Bean,135931139,JB21Y25@UoNEHT.ac.uk,1,"493 Jennifer Landing
Doylemouth, TN 57713",,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,7.0,9.0,,
Kathy,Smith,69031111,KS7Y25@UoNEHT.ac.uk,3,"USNS Vance
FPO AP 88636",001-215-429-5889x93811,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,7.0,4.0,9.0,
John,Peck,109315873,JP16Y25@UoNEHT.ac.uk,1,"7824 Ward Wells
Robertburgh, WV 23048",(685)427-1476,FINE1404,Foundational Charcoal,JG3Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,59.0,6.0,1.0,
Tyler,Chase,64849343,TC6Y25@UoNEHT.ac.uk,3,"9984 Adam Flat
Thomasburgh, GA 44851",001-985-319-3896x7169,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,18.0,21.0,23.0,18.0
Diana,Brown,79195295,DB14Y25@UoNEHT.ac.uk,2,"9211 Griffin Fords Apt. 625
Taylorborough, DE 14358",987.711.0634x907,FINE2403,Intermediate Sketching,JJ3Z1@UoNEHT.ac.uk,MW2Z1@UoNEHT.ac.uk,MK2Z1@UoNEHT.ac.uk,,31.0,4.0,5.0
Katherine,Henderson,83699001,KH12Y25@UoNEHT.ac.uk,2,"369 Melton Burg Suite 157
Luisborough, AL 53244",891-714-0772x2377,ANIM2401,Structured Animation,MM2Z1@UoNEHT.ac.uk,,,55.0,,,
Cameron,Dickerson,69169078,CD1Y25@UoNEHT.ac.uk,3,"690 Tracey Road Suite 536
Alvarezberg, MA 65525",,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,24.0,15.0,,
Brandon,Hatfield,93974659,BH11Y25@UoNEHT.ac.uk,2,"Unit 3844 Box 5087
DPO AA 17798",(322)329-6499,ENG2407,Advanced Rhetoric,EH1Z1@UoNEHT.ac.uk,,,45.0,35.0,,
Matthew,Smith,141903799,MS24Y25@UoNEHT.ac.uk,1,"92431 Alexander Shore Suite 790
Williamsmouth, ME 25988",678.688.2860x3889,ELEC1402,Beginner's Microsystems,MW4Z1@UoNEHT.ac.uk,,,42.0,0.0,4.0,3.0
Brenda,Alvarez,130127458,BA7Y25@UoNEHT.ac.uk,1,"8461 Sarah Stravenue Apt. 163
Victorbury, MD 98504",001-517-451-7990x4700,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,24.0,5.0,,
Sergio,Martinez,80977184,SM14Y25@UoNEHT.ac.uk,2,"80100 Graham Station
North Sandra, NM 73180",,ANIM2405,Prototypical Modelling,SA1Z1@UoNEHT.ac.uk,AM1Z1@UoNEHT.ac.uk,CC3Z1@UoNEHT.ac.uk,17.0,,,
Gregory,Burns,58061971,GB5Y25@UoNEHT.ac.uk,3,"6779 Mary Ways
Delacruzton, MO 18113",,ENG3402,Mastering Wider Media,MB1Z1@UoNEHT.ac.uk,,,59.0,2.0,,
Wendy,Patel,27434587,WP1Y25@UoNEHT.ac.uk,4,"3369 Adrian Shoal
West Christina, LA 73071",,GER4402,Theoretical Wider Media,TB1Z1@UoNEHT.ac.uk,,,,14.0,1.0,
Thomas,West,91141832,TW7Y25@UoNEHT.ac.uk,2,"949 Hannah Station Apt. 761
Lisafurt, PR 53823",204.606.7654,ENG2405,Prototypical Wider Media,KB1Z1@UoNEHT.ac.uk,,,65.0,2.0,9.0,
Lori,Andrews,43521822,LA2Y25@UoNEHT.ac.uk,3,"09427 Taylor Square
New Anna, OK 17441",(232)990-5246,ANIM3403,Practical Animation,JD2Z1@UoNEHT.ac.uk,NL1Z1@UoNEHT.ac.uk,MA1Z1@UoNEHT.ac.uk,5.0,25.0,4.0,19.0
John,Nelson,108945119,JN7Y25@UoNEHT.ac.uk,2,"122 Hamilton Parkways Suite 389
Port Robertbury, LA 72743",,ELEC2402,Structured Design,SW2Z1@UoNEHT.ac.uk,,,21.0,,,
Caroline,Anderson,87914577,CA3Y25@UoNEHT.ac.uk,2,,(465)963-2410x61741,FREN2402,Prototypical Rhetoric,EH1Z1@UoNEHT.ac.uk,JC4Z1@UoNEHT.ac.uk,,,10.0,33.0,8.0
Eric,Gomez,80281970,EG3Y25@UoNEHT.ac.uk,2,"734 Stanley Track Apt. 176
New Abigail, DC 31992",668.910.7205x1129,FINE2404,Structured Landscapes,LM1Z1@UoNEHT.ac.uk,,,,0.0,25.0,18.0
Kristina,Sheppard,97266661,KS11Y25@UoNEHT.ac.uk,2,"4999 Robert Crest Apt. 871
West Annastad, MT 44085",,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,48.0,25.0,,
Terry,Kirk,98110524,TK4Y25@UoNEHT.ac.uk,2,,715-433-8060x800,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,35.0,35.0,,
Kelly,Hoffman,22139252,KH3Y25@UoNEHT.ac.uk,4,"527 Miller Key
Suzannehaven, MN 53389",,ENG4404,Expert Poetics,TM1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,2.0,17.0,28.0
Kristen,Flowers,90002016,KF6Y25@UoNEHT.ac.uk,2,"011 Wilson Park Suite 696
North Calvinfurt, IL 58350",,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,28.0,33.0,22.0
Brianna,Pearson,53278898,BP4Y25@UoNEHT.ac.uk,3,"36623 Kennedy Point
Amystad, OH 56332",(827)294-6385,FREN3401,Advanced Wider Media,LG1Z1@UoNEHT.ac.uk,MM3Z1@UoNEHT.ac.uk,,40.0,,,
Mary,Collins,83132614,MC11Y25@UoNEHT.ac.uk,2,"12999 Ann Via Apt. 825
Mcdowellburgh, HI 95742",924.235.8987,ANIM2405,Prototypical Modelling,SA1Z1@UoNEHT.ac.uk,AM1Z1@UoNEHT.ac.uk,CC3Z1@UoNEHT.ac.uk,20.0,,,
Andrea,Gonzalez,126960308,AG15Y25@UoNEHT.ac.uk,1,"3180 Patricia Pines Suite 849
Joshuashire, NC 30341",(427)879-8034x66154,ENG1407,Early English Grammar,RW1Z1@UoNEHT.ac.uk,,,76.0,0.0,0.0,
Gary,Arroyo,36212260,GA2Y25@UoNEHT.ac.uk,4,"831 Patricia Plains Suite 755
Lopezhaven, MT 87619",801.894.6855,ELEC4407,Master's Ethics and Standards,MW1Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,TW1Z1@UoNEHT.ac.uk,73.0,0.0,9.0,
Crystal,Jackson,55710736,CJ7Y25@UoNEHT.ac.uk,3,"5461 Jennifer Hills
Powellport, LA 44864",,ENG3404,Advanced Formal Speech,AE1Z1@UoNEHT.ac.uk,RC1Z1@UoNEHT.ac.uk,,,14.0,41.0,
Karen,Williams,88935150,KW7Y25@UoNEHT.ac.uk,2,"4989 Patricia Green
East Bryan, WY 56644",776-801-1684x9540,FREN2407,Structured Formal Speech,JD3Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,,72.0,,,
Monica,Hicks,56150322,MH12Y25@UoNEHT.ac.uk,3,"6722 Cody Tunnel Suite 771
South Alexandratown, CO 75564",+1-992-456-9654x829,ENG3404,Advanced Formal Speech,AE1Z1@UoNEHT.ac.uk,RC1Z1@UoNEHT.ac.uk,,,48.0,50.0,
Kevin,Shelton,120342898,KS16Y25@UoNEHT.ac.uk,1,"25180 John Hollow
South Jason, SD 13113",001-543-822-2952x65139,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,51.0,2.0,,
Kimberly,Shaw,42008632,KS4Y25@UoNEHT.ac.uk,3,"209 Garcia Locks
Barretthaven, AK 47659",(844)667-2046x888,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,0.0,4.0,4.0,18.0
Derrick,Soto,138703066,DS15Y25@UoNEHT.ac.uk,1,"562 Phillip Drive
Christinefurt, AR 32371",392.233.6390,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,26.0,2.0,9.0,
